radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal,geometry
UMTS,429,1,16200,937957,,84.438941,27.687437300000003,3,37,1,1499577430,1502458592,,POINT (84.438941 27.6874373)
UMTS,429,1,16200,937960,,84.4389412,27.6874378,2,56,1,1499578824,1502458592,,POINT (84.4389412 27.6874378)
UMTS,429,1,16200,938045,392.0,84.3452058,27.704587300000004,546,2,1,1489243315,1489243315,,POINT (84.3452058 27.7045873)
UMTS,429,1,16200,938048,392.0,84.339906,27.703163,0,1,1,1489243315,1489243315,,POINT (84.339906 27.703163)
UMTS,429,1,16200,938080,362.0,84.42495100000001,27.697283000000002,0,1,1,1489586855,1489586855,,POINT (84.42495100000001 27.697283)
UMTS,429,1,16200,938085,,84.4389412,27.687437699999997,0,6,1,1501472001,1502458592,,POINT (84.4389412 27.6874377)
UMTS,429,1,16200,938087,330.0,84.4319041,27.6840539,188,3,1,1441172819,1489586855,,POINT (84.4319041 27.6840539)
UMTS,429,1,16200,938088,,84.4389422,27.687441600000003,0,1,1,1501572297,1501572297,,POINT (84.4389422 27.6874416)
UMTS,429,1,16200,938090,330.0,84.43111540000001,27.684639500000003,559,8,1,1440576754,1489586855,,POINT (84.43111540000001 27.6846395)
UMTS,429,1,16200,938165,256.0,84.49506550000001,27.577697999999998,461,6,1,1481512922,1512214677,,POINT (84.49506550000001 27.577698)
UMTS,429,1,16200,938166,,84.49972559999999,27.575637100000005,110,6,1,1488595089,1488595089,,POINT (84.49972559999999 27.57563710000001)
UMTS,429,1,16200,938167,258.0,84.4942365,27.5752882,127,7,1,1481512922,1504978713,,POINT (84.4942365 27.5752882)
UMTS,429,1,16200,938275,384.0,84.614997,27.872719099999998,412,39,1,1430461331,1503142385,,POINT (84.614997 27.8727191)
UMTS,429,1,16200,938276,385.0,84.6198194,27.8726359,521,34,1,1454127469,1503142385,,POINT (84.6198194 27.8726359)
UMTS,429,1,16200,938277,386.0,84.6039768,27.8715158,802,73,1,1454127469,1509954865,,POINT (84.6039768 27.8715158)
UMTS,429,1,16200,938296,369.0,84.4311503,27.6884555,1053,21,1,1440576754,1489586855,,POINT (84.4311503 27.6884555)
UMTS,429,1,16200,938297,370.0,84.43149609999999,27.67939,1499,41,1,1440747334,1489586855,,POINT (84.43149609999999 27.67939)
UMTS,429,1,16200,938355,305.0,84.6450615,27.842164299999997,9902,1687,1,1408518352,1503142385,,POINT (84.6450615 27.8421643)
UMTS,429,1,16200,938356,,84.55851729999999,27.845270399999997,867,27,1,1488541827,1488541827,,POINT (84.55851729999999 27.8452704)
UMTS,429,1,16200,938357,314.0,84.5570267,27.855186699999997,1477,38,1,1430019969,1503142385,,POINT (84.55702669999999 27.8551867)
UMTS,429,1,16200,938415,324.0,84.57181,27.612197,0,1,1,1481005325,1481005325,,POINT (84.57181 27.612197)
UMTS,429,1,16200,938416,331.0,84.573503,27.611839,0,1,1,1481005325,1481005325,,POINT (84.573503 27.611839)
UMTS,429,1,16200,938417,332.0,84.5727177,27.611197600000004,38,3,1,1494997002,1494997002,,POINT (84.5727177 27.6111976)
UMTS,429,1,16200,938425,120.0,84.590238,27.610453000000003,0,1,1,1481005325,1481005325,,POINT (84.590238 27.610453)
UMTS,429,1,16200,938426,,84.55663790000001,27.602314399999997,408,16,1,1487600259,1488275710,,POINT (84.55663790000001 27.6023144)
UMTS,429,1,16200,938428,120.0,84.5805278,27.6110614,1957,13,1,1480157291,1512214677,,POINT (84.5805278 27.6110614)
UMTS,429,1,16200,938429,,84.5526588,27.6001208,2230,6,1,1487815281,1505132396,,POINT (84.5526588 27.6001208)
UMTS,429,1,16200,938430,122.0,84.5573007,27.6174973,2416,6,1,1430352149,1481015781,,POINT (84.5573007 27.6174973)
UMTS,429,1,16200,938486,201.0,84.4375229,27.68698,66465,40,1,1408015946,1489586855,,POINT (84.4375229 27.68698)
UMTS,429,1,16200,938487,202.0,84.4225468,27.695222100000002,896,7,1,1408015946,1489586855,,POINT (84.42254680000001 27.6952221)
UMTS,429,1,16200,938490,202.0,84.421097,27.696526000000002,0,1,1,1489586855,1489586855,,POINT (84.421097 27.696526)
UMTS,429,1,16200,938520,362.0,84.42370749999999,27.6954691,1313,6,1,1461195603,1489586855,,POINT (84.42370749999999 27.6954691)
UMTS,429,1,16200,938535,248.0,84.464906,27.565669,0,1,1,1481512922,1481512922,,POINT (84.464906 27.565669)
UMTS,429,1,16200,938536,,84.4881702,27.5837185,255,7,1,1504933329,1505132396,,POINT (84.4881702 27.5837185)
UMTS,429,1,16200,938537,250.0,84.4821023,27.574504700000002,1862,4,1,1445441159,1481512922,,POINT (84.48210229999999 27.5745047)
UMTS,429,1,16200,938609,,84.5549661,27.604175599999998,208,3,1,1487984549,1487984549,,POINT (84.5549661 27.6041756)
UMTS,429,1,16200,938610,,84.506413,27.631092,0,1,1,1496074095,1496074095,,POINT (84.50641299999999 27.631092)
UMTS,429,1,16200,940587,354.0,85.084415,27.613907,0,1,1,1496106862,1496106862,,POINT (85.08441500000001 27.613907)
UMTS,429,1,16200,940598,144.0,84.96021800000001,27.455928000000004,0,1,1,1511744498,1511744498,,POINT (84.96021800000001 27.455928)
UMTS,429,1,16200,940617,,84.9305143,27.4562126,110,8,1,1484899147,1484899147,,POINT (84.9305143 27.4562126)
UMTS,429,1,16200,940635,328.0,85.04205429999999,27.466411800000003,2381,87,1,1438136758,1509157725,,POINT (85.04205429999999 27.4664118)
UMTS,429,1,16200,940686,209.0,85.07624399999999,27.381157,0,1,1,1510269480,1510269480,,POINT (85.07624399999999 27.381157)
UMTS,429,1,16200,940696,97.0,85.1789334,27.657200699999997,2911,84,1,1509855800,1509855800,,POINT (85.17893340000001 27.6572007)
UMTS,429,1,16200,940706,241.0,85.04360140000001,27.429913199999998,184,3,1,1507818943,1509758911,,POINT (85.04360140000001 27.4299132)
UMTS,429,1,16200,940707,242.0,85.0357176,27.4332396,346,34,1,1487502957,1511504268,,POINT (85.0357176 27.4332396)
UMTS,429,1,16200,940709,241.0,85.042265,27.430190000000003,0,1,1,1509443146,1509443146,,POINT (85.042265 27.43019)
UMTS,429,1,16200,940710,242.0,85.0358003,27.433362899999995,500,49,1,1487502957,1511504268,,POINT (85.03580030000001 27.4333629)
UMTS,429,1,16200,940845,184.0,85.0373555,27.444041600000002,1760,10,1,1444112367,1510269480,,POINT (85.0373555 27.4440416)
UMTS,429,1,16200,940846,185.0,85.0297949,27.430293900000002,296,4,1,1487502957,1509758911,,POINT (85.0297949 27.4302939)
UMTS,429,1,16200,940847,,84.893065,27.471553000000004,0,1,1,1488541827,1488541827,,POINT (84.89306500000001 27.471553)
UMTS,429,1,16200,940848,184.0,85.0369805,27.444571000000003,2395,158,1,1438467779,1510269480,,POINT (85.0369805 27.444571)
UMTS,429,1,16200,940849,185.0,85.03120859999999,27.429289299999997,375,5,1,1495797737,1509758911,,POINT (85.03120859999999 27.4292893)
UMTS,429,1,16200,940855,120.0,85.0319471,27.4222762,391,38,1,1487502957,1510331161,,POINT (85.0319471 27.4222762)
UMTS,429,1,16200,940856,121.0,85.0346944,27.419962800000004,321,64,1,1457793453,1505316895,,POINT (85.03469440000001 27.4199628)
UMTS,429,1,16200,940858,120.0,85.03198909999999,27.422867,558,60,1,1460727215,1508864143,,POINT (85.03198909999999 27.422867)
UMTS,429,1,16200,940859,121.0,85.03478620000001,27.419521600000003,355,66,1,1455735292,1504935086,,POINT (85.03478620000001 27.4195216)
UMTS,429,1,16200,940860,122.0,84.8988078,27.4821601,14732,3,1,1407839871,1494175312,,POINT (84.8988078 27.4821601)
UMTS,429,1,16200,940875,176.0,85.0347895,27.419275899999995,56,8,1,1491043225,1494431988,,POINT (85.0347895 27.4192759)
UMTS,429,1,16200,940878,176.0,85.0344755,27.420402600000003,416,10,1,1492091254,1495072241,,POINT (85.0344755 27.4204026)
UMTS,429,1,16200,940879,177.0,85.0388464,27.4162424,558,4,1,1492230294,1510269480,,POINT (85.0388464 27.4162424)
UMTS,429,1,16200,940887,218.0,85.0259257,27.394296399999998,141,6,1,1511744498,1511744498,,POINT (85.0259257 27.3942964)
UMTS,429,1,16200,940915,40.0,85.1842801,27.5999521,1605,90,1,1509855805,1509855805,,POINT (85.1842801 27.5999521)
UMTS,429,1,16200,940916,41.0,85.1560921,27.6246214,2151,114,1,1488122521,1509855805,,POINT (85.1560921 27.6246214)
UMTS,429,1,16200,940917,42.0,85.1690481,27.5933359,252,5,1,1509855805,1509855805,,POINT (85.1690481 27.5933359)
UMTS,429,1,16200,940925,152.0,85.0246642,27.402234399999998,653,33,1,1511744498,1511744498,,POINT (85.0246642 27.4022344)
UMTS,429,1,16200,940926,153.0,85.0253692,27.396015600000002,21,2,1,1511744498,1511744498,,POINT (85.0253692 27.3960156)
UMTS,429,1,16200,940986,313.0,85.0330959,27.539374199999997,332,10,1,1496106856,1509157725,,POINT (85.03309590000001 27.5393742)
UMTS,429,1,16200,940995,368.0,85.086895,27.71435,0,1,1,1510269521,1510269521,,POINT (85.086895 27.71435)
UMTS,429,1,16200,941015,232.0,85.03493259999999,27.4323951,204,41,1,1487502957,1511326279,,POINT (85.03493259999999 27.4323951)
UMTS,429,1,16200,941016,233.0,85.03420899999999,27.430221999999997,0,1,1,1496587689,1496587689,,POINT (85.03420899999999 27.430222)
UMTS,429,1,16200,941017,234.0,85.0340863,27.4301626,117,9,1,1495807209,1510331161,,POINT (85.0340863 27.4301626)
UMTS,429,1,16200,941018,232.0,85.0355179,27.433111199999995,203,18,1,1487502957,1511504268,,POINT (85.0355179 27.4331112)
UMTS,429,1,16200,941019,233.0,85.03619,27.431094,0,1,1,1495072241,1495072241,,POINT (85.03619 27.431094)
UMTS,429,1,16200,941020,234.0,85.0339358,27.4284778,1149,8,1,1463677895,1510331161,,POINT (85.03393579999999 27.4284778)
UMTS,429,1,16200,941049,257.0,85.0381071,27.420952500000002,238,3,1,1469721916,1496829806,,POINT (85.0381071 27.4209525)
UMTS,429,1,16200,943835,441.0,85.23184549999999,27.535264899999998,32,3,1,1506919184,1506919184,,POINT (85.23184549999999 27.5352649)
UMTS,429,1,16200,943855,364.0,85.023768,27.386283000000002,0,1,1,1511744498,1511744498,,POINT (85.023768 27.386283)
UMTS,429,1,16200,944216,,84.51500229999999,27.5881643,2626,10,1,1504958495,1505132396,,POINT (84.51500229999999 27.5881643)
UMTS,429,1,16200,944435,115.0,85.0379636,27.4149456,2010,120,1,1460727215,1510331161,,POINT (85.0379636 27.4149456)
UMTS,429,1,16200,944436,116.0,85.0327965,27.4266934,206,5,1,1495807209,1510331161,,POINT (85.0327965 27.4266934)
UMTS,429,1,16200,944439,116.0,85.0330629,27.427084999999998,232,6,1,1510269480,1510331161,,POINT (85.0330629 27.427085)
UMTS,429,1,16201,937536,265.0,84.9900536,27.279621399999996,325,7,1,1462351391,1492091254,,POINT (84.9900536 27.2796214)
UMTS,429,1,16201,937537,266.0,84.98745840000001,27.277557,98,3,1,1492091254,1493574204,,POINT (84.98745840000001 27.277557)
UMTS,429,1,16201,937675,308.0,84.96526740000002,27.1427017,292,15,1,1512100604,1512100604,,POINT (84.96526740000002 27.1427017)
UMTS,429,1,16201,937785,,85.19513570000001,27.1903342,1437,88,1,1496654528,1497788698,,POINT (85.19513570000001 27.1903342)
UMTS,429,1,16201,937788,16.0,85.19033459999999,27.180914399999995,2139,14,1,1462351391,1497788698,,POINT (85.19033459999999 27.1809144)
UMTS,429,1,16201,937790,18.0,85.18886540000001,27.179340500000002,142,3,1,1462351391,1496654528,,POINT (85.18886540000001 27.1793405)
UMTS,429,1,16201,937869,297.0,84.97984,27.16385,0,1,1,1512100604,1512100604,,POINT (84.97984 27.16385)
UMTS,429,1,16201,940726,81.0,85.0047057,27.361514,145,4,1,1487502957,1487502957,,POINT (85.0047057 27.361514)
UMTS,429,1,16201,941426,433.0,84.8728963,27.0090084,275,5,1,1484005567,1512398175,,POINT (84.87289629999999 27.0090084)
UMTS,429,1,16201,941428,432.0,84.8732776,27.0103666,119,3,1,1490020867,1512100604,,POINT (84.87327759999999 27.0103666)
UMTS,429,1,16201,941429,433.0,84.8736642,27.009924199999997,38,3,1,1512100604,1512100604,,POINT (84.87366419999999 27.0099242)
UMTS,429,1,16201,941436,289.0,84.869455,27.009503999999996,0,1,1,1491983130,1491983130,,POINT (84.869455 27.009504)
UMTS,429,1,16201,941528,408.0,84.878991,27.014809999999997,0,1,1,1512100604,1512100604,,POINT (84.878991 27.01481)
UMTS,429,1,16201,941536,425.0,84.8773058,27.013801899999997,201,2,1,1424421478,1512100604,,POINT (84.8773058 27.0138019)
UMTS,429,1,16201,941567,402.0,84.884763,27.012444399999996,90,6,1,1424421476,1512398175,,POINT (84.88476300000001 27.0124444)
UMTS,429,1,16201,941585,464.0,84.8704006,27.0093893,342,9,1,1491983130,1512398175,,POINT (84.8704006 27.0093893)
UMTS,429,1,16201,941588,464.0,84.87176219999999,27.0072387,41,7,1,1512100604,1512398175,,POINT (84.87176219999999 27.0072387)
UMTS,429,1,16201,941705,392.0,84.888391,27.020668,0,1,1,1490456441,1490456441,,POINT (84.888391 27.020668)
UMTS,429,1,16201,941706,393.0,84.888391,27.020668,0,1,1,1490456441,1490456441,,POINT (84.888391 27.020668)
UMTS,429,1,16201,941708,392.0,84.888391,27.020668,0,1,1,1490456441,1490456441,,POINT (84.888391 27.020668)
UMTS,429,1,16201,941755,360.0,84.888391,27.020668,0,1,1,1490456441,1490456441,,POINT (84.888391 27.020668)
UMTS,429,1,16201,941815,256.0,84.8590767,27.016423800000002,2352,13,1,1455711876,1497706036,,POINT (84.8590767 27.0164238)
UMTS,429,1,16201,941836,249.0,84.877698,27.00937,0,1,1,1512100604,1512100604,,POINT (84.877698 27.00937)
UMTS,429,1,16201,941837,250.0,84.87568890000001,27.010102000000003,255,12,1,1483966325,1512100604,,POINT (84.87568890000001 27.010102)
UMTS,429,1,16201,941839,249.0,84.87796879999999,27.009192499999997,33,3,1,1512100604,1512100604,,POINT (84.87796879999999 27.0091925)
UMTS,429,1,16201,941840,250.0,84.8747809,27.0111063,153,10,1,1487502957,1512100604,,POINT (84.8747809 27.0111063)
UMTS,429,1,16202,942275,,85.3568538,27.117655900000003,3696,37,1,1475975573,1483007264,,POINT (85.3568538 27.1176559)
UMTS,429,1,16202,942276,97.0,85.3554214,27.113762100000006,3250,234,1,1475804302,1512398175,,POINT (85.3554214 27.11376210000001)
UMTS,429,1,16202,942278,,85.3571344,27.1184408,909,64,1,1475975573,1483007264,,POINT (85.35713440000001 27.1184408)
UMTS,429,1,16202,942279,97.0,85.3407101,27.1212571,11040,374,1,1475975573,1501118228,,POINT (85.3407101 27.1212571)
UMTS,429,1,16202,942357,370.0,85.28065459999999,26.7651739,266,4,1,1455987191,1511410784,,POINT (85.28065459999999 26.7651739)
UMTS,429,1,16202,942359,369.0,85.28045259999999,26.7652037,227,4,1,1455987191,1511410784,,POINT (85.28045259999999 26.7652037)
UMTS,429,1,16202,942360,370.0,85.28065809999998,26.7651897,275,4,1,1455987191,1511410784,,POINT (85.28065809999998 26.7651897)
UMTS,429,1,16202,942578,440.0,86.03079,27.741822999999997,0,1,1,1506645655,1506645655,,POINT (86.03079 27.741823)
UMTS,429,1,17112,547719,115.0,84.3659835,28.4891228,5728,11,1,1509530237,1509530237,,POINT (84.3659835 28.4891228)
UMTS,429,1,17114,546810,347.0,83.76599399999999,28.396162,0,1,1,1511306178,1511306178,,POINT (83.76599399999999 28.396162)
UMTS,429,1,17115,547829,24.0,84.1897167,28.572936699999996,31,2,1,1509797986,1509797986,,POINT (84.18971670000001 28.5729367)
UMTS,429,1,17117,551171,,84.406661,27.93773,0,1,1,1490349630,1490349630,,POINT (84.406661 27.93773)
UMTS,429,1,17202,34430,,83.927103,28.049833000000003,0,1,1,1485064956,1485064956,,POINT (83.927103 28.049833)
UMTS,429,1,17202,546701,426.0,84.0569823,28.1452322,33,2,1,1488108046,1488108046,,POINT (84.0569823 28.1452322)
UMTS,429,1,17202,546709,89.0,84.0338158,28.1504039,5124,105,1,1488108046,1509289442,,POINT (84.0338158 28.1504039)
UMTS,429,1,17202,546710,99.0,84.04674109999999,28.154844699999998,6685,42,1,1488108046,1509289442,,POINT (84.04674109999999 28.1548447)
UMTS,429,1,17202,546711,131.0,83.9737647,28.176157399999997,4229,210,1,1485434437,1510478858,,POINT (83.9737647 28.1761574)
UMTS,429,1,17202,546820,161.0,83.9570139,28.173050099999998,52,4,1,1485434473,1485434473,,POINT (83.95701390000001 28.1730501)
UMTS,429,1,17202,546821,162.0,83.9314777,28.1965027,33,3,1,1482055248,1482055248,,POINT (83.9314777 28.1965027)
UMTS,429,1,17202,546822,160.0,83.972693,28.192328000000003,0,1,1,1485434473,1485434473,,POINT (83.97269300000001 28.192328)
UMTS,429,1,17202,546889,193.0,84.05517370000001,28.2114415,19,2,1,1486129139,1486129139,,POINT (84.05517370000001 28.2114415)
UMTS,429,1,17202,547149,81.0,84.04673000000001,28.210143,0,1,1,1486129139,1486129139,,POINT (84.04673000000001 28.210143)
UMTS,429,1,17202,547151,84.0,83.938363,28.191953,0,1,1,1481536427,1481536427,,POINT (83.938363 28.191953)
UMTS,429,1,17202,547153,83.0,83.9976685,28.154555900000002,16,2,1,1482983078,1482983078,,POINT (83.9976685 28.1545559)
UMTS,429,1,17202,547263,177.0,83.9748348,28.189807799999997,4543,4,1,1485434473,1509289436,,POINT (83.9748348 28.1898078)
UMTS,429,1,17202,547264,178.0,83.9700191,28.1948943,34,3,1,1482055279,1482055279,,POINT (83.9700191 28.1948943)
UMTS,429,1,17202,547330,361.0,84.0573328,28.1458841,185,7,1,1488108046,1488108046,,POINT (84.0573328 28.1458841)
UMTS,429,1,17202,547449,354.0,84.0581597,28.1493873,128,2,1,1488108046,1488108046,,POINT (84.0581597 28.1493873)
UMTS,429,1,17202,547451,355.0,84.05781800000001,28.150615000000002,0,1,1,1488108046,1488108046,,POINT (84.05781800000001 28.150615)
UMTS,429,1,17202,550721,379.0,83.7886762,28.0385815,120,6,1,1486705442,1486705442,,POINT (83.7886762 28.0385815)
UMTS,429,1,17202,550739,80.0,83.7872893,28.0300115,801,13,1,1486705442,1486705442,,POINT (83.7872893 28.0300115)
UMTS,429,1,17202,550740,81.0,83.7865468,28.027887100000004,988,39,1,1486705442,1486705442,,POINT (83.7865468 28.0278871)
UMTS,429,1,17202,550760,33.0,83.7548179,27.977099600000003,763,37,1,1486705483,1486705483,,POINT (83.75481790000001 27.9770996)
UMTS,429,1,17202,550761,34.0,83.735515,27.972179999999998,0,1,1,1486705524,1486705524,,POINT (83.73551500000001 27.97218)
UMTS,429,1,17202,550789,432.0,83.6556474,27.926026399999998,19,2,1,1486786957,1486786957,,POINT (83.65564740000001 27.9260264)
UMTS,429,1,17202,550801,10.0,83.662163,27.927746799999998,123,7,1,1486786957,1486786957,,POINT (83.66216300000001 27.9277468)
UMTS,429,1,17202,550803,9.0,83.67311,27.942826,0,1,1,1510829453,1510829453,,POINT (83.67310999999999 27.942826)
UMTS,429,1,17202,550804,10.0,83.6614478,27.922843199999996,992,12,1,1486786957,1486786957,,POINT (83.6614478 27.9228432)
UMTS,429,1,17202,550831,490.0,83.6574911,27.9168656,1537,43,1,1486786957,1486786957,,POINT (83.6574911 27.9168656)
UMTS,429,1,17202,550889,235.0,83.93402950000001,28.240647999999997,17255,82,1,1484309481,1486129139,,POINT (83.93402950000001 28.240648)
UMTS,429,1,17202,550890,,83.91975190000001,28.030262199999996,713,4,1,1485057699,1485064956,,POINT (83.91975190000001 28.0302622)
UMTS,429,1,17202,550891,,83.91678420000001,28.0283188,298,2,1,1485057699,1485057699,,POINT (83.91678420000001 28.0283188)
UMTS,429,1,17202,550899,284.0,83.9172925,28.199964899999998,5036,177,1,1478986620,1485434473,,POINT (83.9172925 28.1999649)
UMTS,429,1,17202,550900,283.0,83.92525479999999,28.1934277,4057,239,1,1478986620,1510478853,,POINT (83.92525479999999 28.1934277)
UMTS,429,1,17202,550920,,83.9179682,27.9993521,24,3,1,1494867767,1494867767,,POINT (83.9179682 27.9993521)
UMTS,429,1,17202,550959,120.0,83.9237783,28.2044049,24425,114,1,1482055248,1510071436,,POINT (83.9237783 28.2044049)
UMTS,429,1,17202,550960,121.0,83.98204820000001,28.163100800000002,10309,136,1,1485434437,1510478853,,POINT (83.98204820000001 28.1631008)
UMTS,429,1,17202,551019,428.0,83.6397652,27.9047832,3120,43,1,1486786957,1502746410,,POINT (83.6397652 27.9047832)
UMTS,429,1,17202,551029,56.0,83.77962629999999,27.9998098,1652,50,1,1486705442,1486705483,,POINT (83.77962629999999 27.9998098)
UMTS,429,1,17202,551030,57.0,83.7814589,27.9956294,1379,54,1,1486705483,1486705483,,POINT (83.7814589 27.9956294)
UMTS,429,1,17202,551031,58.0,83.77820679999999,27.990463800000004,915,50,1,1486705483,1486705483,,POINT (83.77820679999999 27.9904638)
UMTS,429,1,17202,551071,212.0,83.78689179999999,28.037477000000003,123,8,1,1486705442,1486705442,,POINT (83.78689179999999 28.037477)
UMTS,429,1,17202,551109,340.0,83.7787736,28.0127506,283,6,1,1486705442,1486705442,,POINT (83.77877359999999 28.0127506)
UMTS,429,1,17202,551110,336.0,83.7799342,27.9975402,2121,26,1,1486705442,1486705483,,POINT (83.7799342 27.9975402)
UMTS,429,1,17202,551111,339.0,83.7490321,27.975052899999998,1062,35,1,1486705483,1486705524,,POINT (83.74903209999999 27.9750529)
UMTS,429,1,17202,551119,475.0,83.7402278,27.9713331,92,5,1,1486705524,1486705524,,POINT (83.7402278 27.9713331)
UMTS,429,1,17202,551129,24.0,83.7664919,27.9852267,533,30,1,1486705483,1486705483,,POINT (83.76649190000001 27.9852267)
UMTS,429,1,17202,551130,25.0,83.762486,27.983911,0,1,1,1486705483,1486705483,,POINT (83.762486 27.983911)
UMTS,429,1,17202,551131,26.0,83.7606944,27.9824389,775,44,1,1486705483,1486705483,,POINT (83.76069440000001 27.9824389)
UMTS,429,1,17202,551132,24.0,83.7669745,27.9851917,465,50,1,1486705483,1486705483,,POINT (83.7669745 27.9851917)
UMTS,429,1,17202,551134,26.0,83.7608056,27.9827592,2066,33,1,1486705483,1486705483,,POINT (83.7608056 27.9827592)
UMTS,429,1,17202,551959,98.0,83.9679177,28.208381199999998,4209,150,1,1482055243,1510478858,,POINT (83.9679177 28.2083812)
UMTS,429,1,17202,551960,99.0,84.00631290000001,28.181915399999998,7874,121,1,1486129104,1510478843,,POINT (84.00631290000001 28.1819154)
UMTS,429,1,17202,551961,97.0,83.94341390000001,28.192899699999998,2207,160,1,1481536427,1510478858,,POINT (83.94341390000001 28.1928997)
UMTS,429,1,17202,551962,98.0,83.966204,28.202999600000005,4553,197,1,1482055243,1510478864,,POINT (83.966204 28.20299960000001)
UMTS,429,1,17202,551963,99.0,84.0088816,28.174974600000006,8170,179,1,1482983078,1510478848,,POINT (84.0088816 28.17497460000001)
UMTS,429,1,17202,551964,97.0,83.94573009999999,28.192950500000002,1722,282,1,1482055243,1511231164,,POINT (83.94573009999999 28.1929505)
UMTS,429,1,17208,545189,304.0,84.5337377,27.9090788,1060,82,1,1492505998,1503142385,,POINT (84.5337377 27.9090788)
UMTS,429,1,17208,545191,308.0,84.51799790000001,27.9121809,1590,107,1,1492505998,1503142380,,POINT (84.51799790000001 27.9121809)
UMTS,429,1,17208,545350,436.0,84.4347646,27.9482039,3358,110,1,1492505957,1496574897,,POINT (84.43476459999999 27.9482039)
UMTS,429,1,17208,545401,210.0,84.424971,27.987263000000002,0,1,1,1484412358,1484412358,,POINT (84.424971 27.987263)
UMTS,429,1,17208,547029,280.0,84.08278179999999,28.097406099999997,702,51,1,1424672002,1493285915,,POINT (84.08278179999999 28.0974061)
UMTS,429,1,17208,547030,281.0,84.0817995,28.0913267,111,7,1,1493285915,1493285915,,POINT (84.0817995 28.0913267)
UMTS,429,1,17208,547031,282.0,84.07759490000001,28.083946,1127,126,1,1424671986,1493285915,,POINT (84.07759490000001 28.083946)
UMTS,429,1,17208,551140,112.0,84.53922440000001,27.895943100000004,1536,67,1,1424671841,1503142385,,POINT (84.53922440000001 27.8959431)
UMTS,429,1,17208,551141,113.0,84.53530909999999,27.903337199999996,966,43,1,1424671840,1503142385,,POINT (84.53530909999999 27.9033372)
UMTS,429,1,17208,551142,114.0,84.54250379999999,27.907208100000002,878,40,1,1492505957,1492505998,,POINT (84.54250379999999 27.9072081)
UMTS,429,1,17208,551143,112.0,84.53983620000001,27.8955624,807,9,1,1492505998,1503142385,,POINT (84.53983620000001 27.8955624)
UMTS,429,1,17208,551144,113.0,84.537341,27.901645000000002,298,26,1,1492505998,1503142385,,POINT (84.537341 27.901645)
UMTS,429,1,17208,551169,210.0,84.4121257,27.980336600000005,5925,239,1,1423573449,1496574938,,POINT (84.4121257 27.9803366)
UMTS,429,1,17208,551171,2.0,84.4016918,27.9407956,955,112,1,1424671874,1492253666,,POINT (84.40169179999999 27.9407956)
UMTS,429,1,17208,551179,0.0,84.3745895,27.9768462,1606,61,1,1493285962,1496574944,,POINT (84.3745895 27.9768462)
UMTS,429,1,17208,551180,1.0,84.4453644,27.945769199999997,306,14,1,1496574897,1496574897,,POINT (84.4453644 27.9457692)
UMTS,429,1,17208,551181,2.0,84.3628753,27.9778364,797,76,1,1493285962,1496574944,,POINT (84.3628753 27.9778364)
UMTS,429,1,17208,551182,0.0,84.3850197,27.976916600000003,1026,81,1,1493285962,1496574944,,POINT (84.3850197 27.9769166)
UMTS,429,1,17208,551183,1.0,84.4654542,27.938386100000002,3654,20,1,1492505957,1493285967,,POINT (84.4654542 27.9383861)
UMTS,429,1,17208,551221,26.0,84.24909140000001,27.981361199999995,336,3,1,1493285962,1493285962,,POINT (84.24909140000001 27.98136119999999)
UMTS,429,1,17208,551229,392.0,84.1328027,28.010873800000002,2236,70,1,1493285956,1493285956,,POINT (84.1328027 28.0108738)
UMTS,429,1,17208,551231,393.0,84.0759804,28.0522887,16363,11,1,1481854197,1493285956,,POINT (84.07598040000001 28.0522887)
UMTS,429,1,17208,551259,72.0,84.26455279999999,27.979414799999997,1208,12,1,1493285962,1501330165,,POINT (84.26455279999999 27.9794148)
UMTS,429,1,17208,551260,73.0,84.2691305,27.9766874,46,3,1,1475561355,1493285962,,POINT (84.2691305 27.9766874)
UMTS,429,1,17208,551261,74.0,84.26621949999999,27.9763855,856,21,1,1492505998,1492505998,,POINT (84.26621949999999 27.9763855)
UMTS,429,1,17208,551262,72.0,84.2586405,27.9793945,701,37,1,1492505998,1501330165,,POINT (84.2586405 27.9793945)
UMTS,429,1,17208,551263,73.0,84.2685941,27.976554399999998,69,6,1,1492505998,1493285962,,POINT (84.2685941 27.9765544)
UMTS,429,1,17208,551264,74.0,84.2613924,27.978717100000004,921,29,1,1423787667,1493285962,,POINT (84.26139240000001 27.9787171)
UMTS,429,1,17208,551274,90.0,84.2665,27.9736919,70,5,1,1492505998,1492505998,,POINT (84.26649999999999 27.9736919)
UMTS,429,1,17208,551309,482.0,84.07314509999999,28.053350199999997,1562,23,1,1481854197,1493285915,,POINT (84.07314509999999 28.0533502)
UMTS,429,1,17208,551349,240.0,84.06506540000001,28.0674468,14911,55,1,1423573452,1493285915,,POINT (84.06506540000001 28.0674468)
UMTS,429,1,17208,551351,242.0,84.0737488,28.050403499999998,573,11,1,1481854197,1493285915,,POINT (84.0737488 28.0504035)
UMTS,429,1,17208,551352,240.0,84.04544179999999,28.083969800000002,12247,53,1,1485434437,1493285915,,POINT (84.04544179999999 28.0839698)
UMTS,429,1,17208,551353,241.0,84.0744148,28.0491934,1014,51,1,1492506244,1493285915,,POINT (84.0744148 28.0491934)
